Wort;Positive;Negative;Zorn;Erwartung;Ekel;Furcht;Freude;Traurigkeit;Überraschung;Vertrauen
Erhöhung;1;0;0;0;0;0;1;0;0;1
erholen;1;0;0;0;0;0;0;0;0;0
erholsam;1;0;0;0;0;0;0;0;0;0
Erholung;1;0;0;1;0;0;1;0;0;0
Erinnerung;1;0;0;0;0;0;0;0;0;0
erkennbar;1;0;0;1;0;0;0;0;0;0
erkennen;1;0;0;0;0;0;0;0;0;0
Erkennung;1;0;0;0;0;0;0;0;0;0
erklären;1;0;0;0;0;0;0;0;0;1
Erklärung;1;0;0;0;0;0;0;0;0;1
Erkrankung;0;1;1;0;1;1;0;1;0;0
erkunden;0;0;0;1;0;0;0;0;0;0
erleichtern;1;0;0;0;0;0;0;0;0;0
erleichtert;1;0;0;0;0;0;0;0;0;0
Erleichterung;1;0;0;0;0;0;0;0;0;0
erleiden;0;1;0;0;0;0;0;0;0;0
erleuchten;1;0;0;0;0;0;1;0;0;1
Erleuchtung;1;0;0;0;0;0;1;0;1;1
erliegen;0;1;0;0;0;0;0;0;0;0
Erlösung;1;0;0;0;0;0;0;0;0;0
ermächtigen;1;0;0;0;0;0;0;0;0;0
ermahnen;1;0;0;0;0;0;0;0;0;0
Ermahnung;1;1;0;0;0;1;0;0;0;0
Ermittlung;0;0;0;1;0;0;0;0;0;0
Ermöglichung;1;0;0;0;0;0;0;0;0;1
ermorden;0;1;1;0;0;1;0;0;0;0
Ermordung;0;1;1;0;0;1;0;1;0;0
ermüden;0;1;0;0;0;0;0;0;0;0
ermüdend;0;1;0;0;0;0;0;0;0;0
ermüdet;0;1;0;0;0;0;0;1;0;0
ermuntern;1;0;0;0;0;0;1;0;0;1
ermuntert;1;0;0;0;0;0;1;0;0;1
ermutigen;1;0;0;0;0;0;1;0;0;1
ernähren;1;0;1;1;0;1;1;0;0;1
Ernährung;1;0;0;0;0;0;0;0;0;0
Erneuerung;1;0;0;0;0;0;0;0;0;0
erniedrigend;0;1;0;0;1;1;0;1;0;0
Erniedrigung;0;1;0;0;1;0;0;1;0;0
Ernst;1;0;0;0;0;0;0;0;0;0
ernsthaft;1;0;0;0;0;0;0;0;0;0
Ernte;1;0;0;1;0;0;1;0;0;0
Erntedankfest;1;0;0;0;0;0;1;0;0;0
ernüchtern;0;1;1;0;1;0;0;1;0;0
ernüchtert;0;1;1;0;1;0;0;1;0;0
Ernüchterung;0;1;1;0;1;0;0;1;0;0
Eroberung;0;1;1;0;0;1;0;0;0;0
Eröffnungsfeier;0;0;0;1;0;0;0;0;0;0
Erosion;0;1;0;0;0;0;0;0;0;0
erotisch;1;1;0;1;0;0;1;0;1;1
Erpressung;0;1;1;0;0;1;0;0;0;0
Erratum;0;1;0;0;0;0;0;0;0;0
erregbar;1;0;0;0;0;0;0;0;0;0
erregen;1;1;0;1;0;0;0;0;0;0
erregt;1;0;1;1;0;1;1;0;1;0
Erregung;1;0;1;1;0;1;1;0;1;0
erreichbar;1;0;0;1;0;0;0;0;0;0
erreichen;1;0;0;0;0;0;1;0;0;0
Erreichung;1;0;0;0;0;0;0;0;0;0
Error;0;1;0;0;0;0;0;1;0;0
erröt;0;1;0;0;0;0;0;0;0;0
Erscheinung;0;0;0;0;0;1;0;0;1;0
erschießen;0;1;0;0;0;0;0;0;0;0
erschlagen;0;1;1;0;0;0;0;0;0;0
erschöpfen;0;1;0;0;0;0;0;1;0;1
erschöpfend;0;1;0;0;0;0;0;0;0;1
Erschöpfung;0;1;0;1;0;0;0;1;0;0
erschrecken;0;1;0;0;0;1;0;1;1;0
erschreckend;0;1;0;0;1;1;0;1;1;0
erschrocken;0;1;0;0;0;1;0;0;1;0
erschütternd;0;1;0;0;0;1;0;1;0;0
erschwern;0;1;0;0;0;0;0;0;0;0
Ersparnis;1;0;0;0;0;0;0;0;0;0
erstatten;1;0;0;0;0;0;0;0;0;0
Erstaunen;1;0;0;0;0;0;1;0;1;0
erstaunlich;1;0;0;0;0;0;1;0;1;0
erstaunlicherweise;1;0;0;0;0;0;0;0;1;0
erstaunt;1;0;0;0;0;0;0;0;1;0
erstechen;0;1;0;0;0;0;0;0;0;0
erstellen;1;0;0;0;0;0;1;0;0;0
Erstgeborener;1;0;0;1;0;0;1;0;0;1
ersticken;0;1;1;0;0;1;0;1;0;0
erstickend;0;1;0;0;1;1;0;1;0;0
Erstickung;0;1;1;0;0;1;0;0;0;0
erstklassig;1;0;0;0;0;0;0;0;0;0
erstrangig;1;0;0;0;0;0;0;0;0;0
ertragen;1;0;0;0;0;0;0;0;0;0
ertrinken;0;1;0;0;0;1;0;1;0;0
Eruption;0;1;1;0;0;1;0;0;1;0
erwarten;0;0;0;1;0;0;0;0;0;0
Erwartung;1;0;0;1;0;0;0;0;0;0
erwartungsvoll;0;0;0;1;0;0;0;0;0;0
erweitern;1;0;0;0;0;0;0;0;0;0
Erwerb;1;0;0;1;0;0;0;0;0;0
erwerben;1;0;0;0;0;0;0;0;0;0
erwidern;1;0;0;0;0;0;0;0;0;0
erwürgen;0;1;1;0;1;1;0;1;1;0
erzählen;1;0;0;0;0;0;0;0;0;0
erziehen;1;0;0;0;0;0;0;0;0;0
erzürnen;0;1;0;0;0;0;0;0;0;0
erzürnt;0;1;0;0;0;0;0;0;0;0
erzwingen;1;1;1;0;0;1;0;0;0;0
Esel;0;1;0;0;1;0;0;0;0;0
eskalieren;0;1;1;0;0;0;0;0;0;0
Esprit;1;0;0;0;0;0;0;0;0;0
Essen;1;0;0;0;0;0;0;0;0;0
Essiggurke;0;1;0;0;0;0;0;0;0;0
etablieren;1;0;0;0;0;0;1;0;0;0
Ethik;1;0;0;0;0;0;0;0;0;0
ethisch;1;0;0;0;0;0;0;0;0;0
Etikett;0;0;0;0;0;0;0;0;0;1
euphorisch;1;0;0;0;0;0;0;0;0;0
Euthanasie;0;1;0;0;0;1;0;1;0;0
evakuieren;0;1;0;0;0;1;0;0;0;0
Evakuierung;0;1;0;0;0;0;0;0;0;0
evangelisch;0;0;0;0;0;1;0;0;0;0
Evangelium;1;0;0;0;0;0;0;0;0;1
eventuell;0;0;0;1;0;0;0;0;0;0
Evolution;1;0;0;0;0;0;0;0;0;0
ewig;1;0;0;0;0;0;0;0;0;0
Ewigkeit;1;0;0;1;0;0;0;0;0;1
Exazerbation;0;1;1;0;0;1;0;0;0;0
exemplarisch;1;0;0;0;0;0;0;0;0;0
Exil;0;1;1;0;0;1;0;1;0;0
Existenz;1;0;0;0;0;0;0;0;0;0
Exkrement;0;1;0;0;1;0;0;0;0;0
Exorzismus;0;1;0;0;0;1;0;1;0;0
exotisch;1;0;0;0;0;0;0;0;0;0
Expatriate;0;1;0;0;0;0;0;0;0;0
Expedition;1;0;0;1;0;0;0;0;0;0
Experiment;0;0;0;1;0;0;0;0;1;0
Experte;1;0;0;0;0;0;0;0;0;1
explodieren;0;1;1;0;0;1;0;1;1;0
Explosion;0;1;0;0;0;1;0;0;1;0
explosiv;0;1;1;1;0;1;0;0;1;0
exquisit;1;0;0;0;0;0;1;0;0;0
extra;1;0;0;0;0;0;0;0;0;0
Extremität;0;1;0;0;0;0;0;0;0;0
exzellent;1;0;0;0;1;0;1;0;0;1
Exzellenz;1;0;0;0;1;0;1;0;0;1
fabelhaft;1;0;0;0;0;0;1;0;0;0
fabrizieren;0;1;0;0;0;0;0;0;0;0
Fachwerk;0;0;0;0;0;0;0;0;0;1
fade;0;1;0;0;0;0;0;0;0;0
Fähigkeit;1;0;0;0;0;0;0;0;0;0
fahl;0;1;0;0;0;1;0;1;0;0
fähnrich;1;0;0;0;0;0;0;0;0;0
Fahrer;1;0;0;0;0;0;0;0;0;0
fahrlässig;0;1;0;0;0;0;0;0;0;0
Fahrlässigkeit;0;1;0;0;0;0;0;0;0;0
fair;1;0;0;0;0;0;0;0;0;0
Faktum;1;0;0;0;0;0;0;0;0;1
Fakultät;1;0;0;0;0;0;0;0;0;1
Falke;0;0;0;0;0;1;0;0;0;0
Möglichkeit;0;0;0;1;0;1;0;0;0;0
Fall;0;1;0;0;0;1;0;1;0;0
fallen;0;1;0;0;0;0;0;1;0;0
fallend;0;1;0;0;0;0;0;1;0;0
Fallschirm;0;0;0;0;0;1;0;0;0;0
falsch;0;1;0;0;0;0;0;0;0;0
Falschangabe;0;1;1;0;1;0;0;0;0;0
falschbenannt;0;1;0;0;0;0;0;0;0;0
falschdargestellt;0;1;0;0;0;0;0;0;0;0
Falschdarstellung;0;1;0;0;0;0;0;1;0;0
fälschen;0;1;0;0;0;0;0;0;0;0
Falschheit;0;1;0;0;1;0;0;0;0;0
fälschlicherweise;0;1;0;0;0;0;0;0;0;0
Fälschung;0;1;1;0;0;0;0;0;0;0
faltig;0;0;0;0;0;0;0;1;0;0
familiär;1;0;0;0;0;0;0;0;0;1
famos;1;0;0;0;0;0;0;0;0;0
Fan;1;0;0;0;0;0;1;0;0;1
Fanatiker;0;1;0;0;0;0;0;0;0;0
Fanatismus;0;0;0;0;0;1;0;0;0;0
Fanfare;1;0;0;1;0;0;1;0;1;0
Fang;0;0;0;0;0;1;0;0;1;0
fangen;0;1;0;0;0;1;0;1;0;0
Fänger;0;1;0;0;0;1;0;0;0;0
fantasievoll;1;0;0;0;0;0;0;0;0;0
fantastisch;1;0;0;0;0;0;0;0;0;0
Farce;0;1;0;0;0;0;0;0;0;0
faschistisch;0;1;0;0;0;0;0;0;0;0
fassen;0;1;0;0;0;0;0;1;0;0
fast;0;1;0;0;0;0;0;1;0;0
Faszination;1;0;0;0;0;0;0;0;0;0
faszinieren;1;0;0;0;0;0;0;0;0;0
faszinierend;1;0;0;0;0;0;0;0;0;0
fasziniert;1;1;0;0;0;0;1;0;0;0
fatal;0;1;0;0;0;0;0;0;0;0
faul;0;1;0;0;0;0;0;0;0;0
Faulheit;0;1;0;0;0;0;0;0;0;0
Faultier;0;1;0;0;1;0;0;0;0;0
Favorit;1;0;0;0;0;0;1;0;0;1
Feature;1;0;0;0;0;0;0;0;0;0
fechten;1;0;0;0;0;0;0;0;0;0
Fegefeuer;0;1;0;0;1;1;0;0;0;0
Fehde;0;1;1;0;0;0;0;0;0;0
fehlbar;0;1;0;0;0;0;0;0;0;0
fehlen;0;1;0;0;0;1;0;1;0;0
fehlend;0;1;0;0;0;0;0;0;0;0
Fehler;0;1;0;0;1;1;0;1;0;0
fehlerhaft;0;1;0;0;0;0;0;0;0;0
fehlerlos;1;0;0;0;0;0;0;0;0;1
Fehlermeldung;0;1;0;0;0;0;0;0;0;0
Fehlgeburt;0;1;0;0;0;1;0;1;0;0
Fehlgeleitet;0;1;0;0;1;0;0;0;0;0
Fehlinterpretation;0;1;0;0;0;0;0;0;0;0
Fehlverhalten;0;1;1;0;1;0;0;1;1;0
Feier;1;0;0;1;0;0;1;0;1;1
feieren;1;0;0;1;0;0;1;0;0;0
feige;0;1;1;0;1;1;0;1;0;0
Feigheit;0;1;0;0;0;1;0;0;0;0
Feigling;0;1;0;0;1;1;0;1;0;0
fein;1;0;0;0;0;0;0;0;0;0
Feind;0;1;1;0;1;1;0;0;0;0
feindlich;0;1;1;0;1;1;0;1;0;0
Feindschaft;0;1;1;0;0;1;0;1;0;0
feindselig;0;1;0;0;0;1;0;1;0;0
Feindseligkeit;0;1;1;0;1;1;0;1;0;0
feinsinnig;1;0;0;0;0;0;0;0;0;0
Fender;0;0;0;0;0;0;0;0;0;1
Ferien;1;0;0;1;0;0;1;0;0;0
ferment;0;1;0;1;0;0;0;0;0;0
Fermentation;0;0;0;1;0;0;0;0;0;0
fertig;1;0;0;0;0;0;0;0;0;0
Fertigstellung;1;0;0;1;0;0;1;0;0;0
Fessel;0;1;0;0;0;0;0;0;0;0
fesseln;1;0;0;0;0;0;0;0;0;0
fesselnd;1;0;0;0;0;0;0;0;0;0
Fest;0;0;0;0;0;0;0;0;0;1
Festigkeit;1;0;0;0;0;0;0;0;0;1
Festival;1;0;0;1;0;0;1;0;1;0
festlich;1;0;0;0;0;0;1;0;0;0
Festnahme;0;1;0;0;0;0;0;0;0;0
feststeckend;0;1;0;0;0;0;0;0;0;0
Festung;1;0;0;0;0;1;0;1;0;1
Fete;1;0;0;1;0;0;1;0;1;0
Fett;0;1;0;0;1;0;0;1;0;0
fett;0;1;0;0;1;0;0;1;0;0
fettig;0;0;0;0;1;0;0;0;0;0
fettleibig;0;1;0;0;1;0;0;0;0;0
Fettleibigkeit;0;1;0;0;1;0;0;1;0;0
feucht;0;0;0;0;1;0;0;0;0;0
feudal;0;1;0;0;0;0;0;0;0;0
Feudalismus;0;1;1;0;0;0;0;1;0;0
Feuer;0;1;1;0;0;1;0;0;0;0
Feuerarme;0;1;1;0;0;1;0;0;0;0
Feuerball;1;0;0;0;0;0;0;0;0;0
feuerfest;1;1;0;0;0;0;0;0;0;0
Feuersbrunst;0;1;1;0;0;1;0;0;0;0
Feuerstelle;1;0;0;0;0;0;0;0;0;0
Feuerwehrmann;0;0;0;0;0;0;0;0;0;1
Fiasko;0;1;0;0;0;0;0;0;0;0
ficken;0;1;1;0;0;1;0;0;0;0
Fieber;0;0;0;0;0;1;0;0;0;0
fiebrig;0;1;0;0;0;0;0;0;0;0
fies;0;1;0;0;0;0;0;0;0;0
fiesta;1;0;0;1;0;0;1;0;1;1
fiktiv;0;1;0;0;0;0;0;0;0;0
Finanzkrise;0;1;0;0;0;0;0;0;0;0
finden;1;0;0;0;0;0;1;0;0;1
Finesse;1;0;0;0;0;0;0;0;0;0
Fischsuppe;1;0;0;0;0;0;0;0;0;0
fit;1;0;0;0;0;0;0;0;0;0
Flaggschiff;0;0;0;0;0;0;0;0;0;1
flagrant;0;1;1;0;1;0;0;0;0;0
Flair;1;0;0;0;0;0;0;0;0;0
flansch;0;0;0;0;0;0;0;0;0;1
flaumig;1;0;0;0;0;0;0;0;0;0
Flaute;0;1;0;1;0;0;0;1;0;0
Fleck;0;1;0;0;1;0;0;0;0;0
flehen;1;0;0;0;0;0;0;0;0;1
Fleisch;0;0;0;0;1;0;0;0;0;0
fleischfressend;0;1;0;0;0;1;0;0;0;0
Fleischig;0;1;0;0;0;0;0;0;0;0
fleischlich;0;1;0;0;0;0;0;0;0;0
Fleiß;1;0;0;0;0;0;0;0;0;0
fleißig;1;0;0;0;0;0;0;0;0;0
Flexibilität;1;0;0;0;0;0;0;0;0;0
fliegend;1;0;0;0;0;1;0;0;0;0
fliehen;0;1;0;0;1;1;0;0;0;0
Fliesen;1;0;0;0;0;0;0;0;0;0
fließen;1;0;0;0;0;0;0;0;0;0
Flirt;1;1;0;1;0;0;1;0;1;1
Flitterwochen;1;0;0;1;0;0;1;0;1;1
Flocke;0;1;0;0;0;0;0;0;0;0
Flop;0;1;0;0;1;0;0;1;0;0
flott;1;0;0;0;0;0;0;0;0;0
Flotte;1;0;0;0;0;0;0;0;0;0
Fluch;0;1;1;0;1;1;0;1;0;0
fluchen;0;0;1;0;0;0;0;1;0;0
Flucht;1;1;0;1;0;1;0;0;0;0
flüchtig;0;1;0;0;0;0;0;0;0;0
Flüchtling;0;1;1;0;1;1;0;1;0;1
Flughafen;0;0;0;1;0;0;0;0;0;0
Fluke;0;0;0;0;0;0;0;0;1;0
Fluktuation;0;1;1;0;0;1;0;0;0;0
Flunder;0;1;0;0;0;1;0;1;0;0
Flunkerei;0;1;1;0;0;0;0;0;0;0
flüssig;1;0;0;0;0;0;0;0;0;0
Flut;0;0;0;0;0;1;0;0;0;0
Fokus;1;0;0;0;0;0;0;0;0;0
Folge;0;0;0;1;0;0;0;0;0;0
Folter;0;1;1;1;1;1;0;1;0;0
förderlich;1;0;0;0;0;0;0;0;0;0
Förderung;1;0;0;0;0;0;0;0;0;0
Formalität;0;0;0;0;0;0;0;0;0;1
Formel;1;0;0;0;0;0;0;0;0;1
formlos;0;1;0;0;0;0;0;0;0;0
Fort;0;0;0;0;0;0;0;0;0;1
fortfahrend;0;0;0;1;0;0;0;0;0;0
fortgeschritten;1;0;0;0;0;0;0;0;0;0
Fortschritt;1;0;0;1;0;0;1;0;0;0
fortsetzen;1;0;0;1;0;0;0;0;0;1
Fortsetzung;0;0;0;1;0;0;0;0;0;0
foulen;0;1;1;0;1;1;0;0;0;0
Frage;1;0;0;0;0;0;0;0;0;0
fraglich;0;1;0;0;1;0;0;0;0;0
fragwürdig;0;1;0;0;0;0;0;0;0;0
Fraktur;0;1;0;0;0;0;0;0;0;0
Frank;1;0;0;0;0;0;0;0;0;1
frech;0;1;0;0;0;0;0;0;0;0
Frechheit;0;1;0;0;0;0;0;0;0;0
Fregatte;0;0;0;0;0;1;0;0;0;0
frei;1;0;0;0;0;0;1;0;0;1
freigebig;1;0;0;1;0;0;1;0;0;0
Freiheit;1;0;0;1;0;0;1;0;1;1
freiwillig;1;0;0;1;0;1;1;0;0;1
Freizeit;1;0;0;1;0;0;1;0;1;1
fremd;0;1;0;0;0;1;0;0;0;0
Fremdenfeindlichkeit;0;1;0;0;0;1;0;0;0;0
frenetisch;0;1;1;0;0;1;0;0;1;0
Fressen;0;1;0;0;0;0;0;0;0;0
Freude;1;0;0;1;0;0;1;0;0;0
freudig;1;0;0;1;0;0;1;0;0;0
freuen;1;0;0;0;0;0;0;0;0;0
Freund;1;0;0;0;0;0;1;0;0;1
freundlich;1;0;0;1;0;0;1;0;0;1
Freundlichkeit;1;0;0;0;0;0;1;0;0;1
Freundschaft;1;0;0;0;0;0;1;0;0;1
freundschaftlich;1;0;0;0;0;0;1;0;0;0
Friede;1;0;0;1;0;0;1;0;0;1
Friedhof;0;1;0;0;0;1;0;1;0;0
friedlich;1;0;0;1;0;0;1;0;1;1
frisieren;0;1;0;0;0;0;0;0;0;0
Frivol;0;1;0;0;0;0;0;0;0;0
froh;1;0;0;1;0;0;1;0;0;1
fröhlich;1;0;0;1;0;0;1;0;0;0
Fröhlichkeit;1;0;0;1;0;0;1;0;0;1
fromm;1;0;0;1;1;0;1;1;0;1
Frömmigkeit;1;0;0;0;0;0;0;0;0;0
Frömmler;0;1;1;0;1;1;0;0;0;0
fruchtbar;1;0;0;0;0;0;0;0;0;0
fruchtlos;0;1;0;0;0;0;0;1;0;0
Frühling;1;0;0;0;0;0;1;0;0;0
Frühstück;1;0;0;0;0;0;0;0;0;0
Frust;0;1;0;0;0;0;0;0;0;0
Frustration;0;1;1;0;0;0;0;0;0;0
frustriert;0;1;1;0;0;0;0;0;0;0
Füchsin;0;1;0;0;0;0;0;0;0;0
fügen;0;1;1;0;0;1;0;1;0;0
führen;1;0;0;0;0;0;0;0;0;1
führend;0;0;0;0;0;0;0;0;0;1
Führer;1;0;0;0;0;0;0;0;0;1
Fülle;1;1;0;1;1;0;1;0;0;1
füllen;0;0;0;0;0;0;0;0;0;1
Fummeln;0;1;0;0;0;0;0;0;0;0
Fundament;0;0;0;0;0;0;0;0;0;1
Funk;0;1;0;0;0;0;0;1;0;0
Fünkchen;1;0;0;0;0;0;0;0;0;0
funkeln;1;0;0;1;1;0;1;0;1;0
funktionierend;1;0;0;0;0;0;0;0;0;0
Fürbitte;0;0;0;0;0;0;0;0;0;1
Furche;0;0;0;0;0;0;0;1;0;0
Furcht;0;1;0;0;0;0;0;0;0;0
furchtbar;0;1;1;0;1;1;0;1;0;0
fürchten;0;1;0;1;0;1;0;0;0;0
fürchterlich;0;0;0;0;0;0;0;1;0;0
furchterregend;0;1;0;0;0;0;0;0;0;0
furchtlos;1;0;0;0;0;1;0;0;0;0
furchtsam;0;1;0;0;0;0;0;0;0;0
Furor;0;1;1;0;0;0;0;0;0;0
fürsorglich;1;0;0;0;0;0;0;0;0;0
Fürsprache;0;0;0;0;0;1;0;1;0;0
fürstlich;1;0;0;1;0;0;1;0;1;1
Fußball;1;0;0;1;0;0;1;0;0;0
Fussel;0;1;0;0;0;0;0;0;0;0
Fußgänger;0;1;0;0;0;0;0;0;0;0
Futter;0;1;0;0;0;0;0;0;0;0
gaffen;0;0;0;0;0;0;0;0;1;0
Gag;0;1;0;0;1;0;0;0;0;0
Gähnen;0;1;0;0;0;0;0;0;0;0
gähnen;0;1;0;0;0;0;0;0;0;0
galant;1;0;0;0;0;0;0;0;0;0
Galanterie;1;0;0;0;0;0;0;0;0;0
Galgen;0;1;1;0;0;1;0;1;0;0
Galle;0;1;1;0;1;0;0;0;0;0
gallig;0;1;0;0;0;0;0;0;0;0
Gammler;0;1;0;0;1;0;0;1;0;0
Gang;0;1;1;0;0;1;0;0;0;0
gängig;0;0;0;0;0;0;0;0;0;1
Gangster;0;1;0;0;0;0;0;0;0;0
Garantie;1;0;0;0;0;0;0;0;0;1
Garnierung;0;1;0;0;0;0;0;0;0;0
Garnison;1;0;0;0;0;0;0;0;0;1
Garten;1;0;0;0;0;0;1;0;0;0
Gastfreundschaft;1;0;0;0;0;0;0;0;0;0
Gauge;0;0;0;0;0;0;0;0;0;1
Gauner;0;1;0;0;0;0;0;0;0;0
Gazette;1;0;0;0;0;0;0;0;0;1
geärgert;0;1;0;0;0;0;0;0;0;0
Gebäck;1;0;0;0;0;0;1;0;0;0
Gebärmutter;1;0;0;0;0;0;0;0;0;0
Gebäude;1;0;0;0;0;0;0;0;0;0
geben;1;0;0;0;0;0;0;0;0;0
gebildet;1;0;0;0;0;0;0;0;0;0
Gebläse;0;1;0;0;0;0;0;0;0;0
gebrauchen;0;1;0;0;0;0;0;0;0;0
gebräunt;1;0;0;0;0;0;0;0;0;0
Gebrechen;0;1;0;0;1;1;0;1;0;0
gebrechlich;0;1;0;0;0;0;0;0;0;0
Gebrechlichkeit;0;1;0;0;0;0;0;1;0;0
Gebühr;0;1;1;0;0;0;0;0;0;0
gebührend;1;0;0;0;0;0;0;0;0;0
gebührenpflichtig;0;1;0;0;0;1;0;1;0;0
Geburt;1;0;0;1;0;1;1;0;0;1
Geburtshelfer;0;0;0;0;0;0;0;0;0;1
Geburtshilfe;1;0;0;0;0;0;0;0;0;0
Geburtsort;0;1;1;0;0;0;0;0;0;0
Geburtstag;1;0;0;1;0;0;1;0;1;0
Gedanke;0;0;0;1;0;0;0;0;0;0
gedankenlos;0;1;1;0;1;0;0;0;0;0
gedeihen;1;0;0;1;0;0;1;0;0;0
gedenken;1;0;0;1;0;0;1;1;0;0
Gedenkfeier;1;0;0;1;0;0;1;0;0;0
Gedränge;0;1;0;0;0;0;0;0;1;0
Geduld;1;0;0;1;0;0;0;0;0;1
geduldig;1;0;0;1;0;0;0;0;0;0
geeignet;1;0;0;0;0;0;0;0;0;0
Gefahr;0;1;0;1;0;1;0;0;0;0
gefährden;0;1;1;1;0;1;0;0;0;0
gefährdet;0;1;0;0;0;1;0;0;0;0
gefährlich;0;1;0;1;0;1;0;1;0;0
Gefährte;1;0;0;0;0;0;0;0;0;1
Gefallen;1;0;0;0;0;0;0;0;0;0
gefälscht;0;1;1;0;1;0;0;0;0;0
Gefangenschaft;0;1;0;0;0;0;0;1;0;0
Gefängnis;0;1;1;0;0;1;0;1;0;0
Gefasel;0;1;0;0;1;0;0;0;0;0
gefasst;1;0;0;0;0;0;0;0;0;0
Gefecht;0;1;0;0;0;0;0;0;0;0
gefesselt;1;0;0;0;0;0;0;0;0;0
gefickt;0;1;1;1;0;0;0;0;0;0
gefräßig;0;1;1;0;0;1;0;1;0;0
Gefühl;1;1;1;1;1;1;1;1;1;1
gegen;0;1;1;0;0;0;0;0;0;0
Gegend;0;0;0;1;0;0;0;0;0;0
Gegenmittel;1;0;0;1;0;0;0;0;0;1
gegenseitig;1;0;0;0;0;0;0;0;0;0
Gegenstand;0;1;0;0;0;0;0;0;0;0
Gegenteil;0;1;0;0;0;0;0;0;0;0
Gegenwart;1;0;0;0;0;0;0;0;0;0
Gegner;0;1;1;1;1;1;0;0;0;0
gehackt;0;1;1;0;0;1;0;0;0;0
Gehalt;1;0;0;1;0;0;1;0;0;1
gehärtet;0;1;1;0;1;1;0;0;0;0
gehässig;0;1;1;0;0;0;0;0;0;0
geheim;0;0;0;0;0;0;0;0;0;1
Geheimhaltung;0;0;0;0;0;0;0;0;1;1
Geheimnis;0;0;0;1;0;0;0;0;1;1
geheimnisvoll;0;1;0;1;0;1;0;0;1;0
gehemmt;0;1;1;0;1;0;0;1;0;0
Gehirn;1;0;0;0;0;0;0;0;0;0
Gehirnerschütterung;0;1;1;0;0;0;0;1;0;0
gehorchen;0;0;0;0;0;1;0;0;0;1
Gehorsam;1;0;0;0;0;0;0;0;0;1
Geier;0;1;0;0;1;1;0;0;0;0
Geil;0;1;0;0;1;0;0;0;0;0
Geisel;0;1;1;0;0;1;0;0;0;0
Geißel;0;1;1;0;0;1;0;1;0;0
Geist;1;0;0;0;0;1;0;0;0;0
geistesgestört;0;1;1;0;1;1;0;0;0;0
geistig;1;0;0;0;0;0;0;0;0;0
geizig;0;1;1;0;1;1;0;1;0;0
kränken;0;1;0;0;0;0;0;0;0;0
gekränkt;0;1;0;0;0;0;0;0;0;0
Gekritzel;0;1;0;0;0;0;0;0;0;0
geladen;0;1;0;0;0;0;0;0;0;0
gelähmt;0;1;1;0;0;1;0;1;1;0
gelangweilt;0;1;0;0;0;0;0;0;0;0
gelassen;1;0;0;1;0;0;1;0;0;1
Gelassenheit;1;0;0;1;0;0;1;0;0;1
Gelatine;0;0;0;0;1;0;0;0;0;0
gelb;0;1;0;0;0;0;0;0;0;0
Gelbsucht;0;1;0;0;0;1;0;0;0;0
Geld;1;0;1;1;0;0;1;0;1;1
Geldstrafe;0;1;0;0;0;0;0;0;0;0
Gelegenheit;1;0;0;1;0;0;0;0;0;0
gelegentlich;0;0;0;0;0;0;0;0;1;0
gelehrt;1;0;0;0;0;0;0;0;0;0
Gelehrte;1;0;0;0;0;0;0;0;0;0
gelingen;1;0;0;1;0;0;1;0;1;1
geloben;1;0;0;0;0;0;1;0;0;0
Gelübde;1;0;0;1;0;0;1;0;0;1
gemächlich;1;0;0;0;0;0;0;0;0;0
Gemahlin;0;0;0;0;0;0;0;0;0;1
gemäßigt;0;0;0;0;0;0;0;0;0;1
gemein;0;1;0;0;0;0;0;0;0;0
Gemeinde;1;0;0;0;0;0;0;0;0;1
gemeinsam;1;0;0;0;0;0;0;0;0;1
Gemeinschaft;1;0;0;0;0;0;1;0;0;1
Gemetzel;0;1;1;0;1;1;0;1;1;0
gemütlich;1;0;0;0;0;0;1;0;0;0
genau;1;0;0;0;0;0;0;0;0;1
genehmigen;1;0;0;0;0;0;1;0;0;1
genehmigend;1;0;0;0;0;0;0;0;0;0
Genehmigung;1;0;0;0;0;0;0;0;0;1
geneigt;1;0;0;1;0;0;1;0;0;1
genial;1;0;0;0;0;0;1;0;0;0
genießen;1;0;0;1;1;0;1;1;0;1
Genius;1;0;0;0;0;0;0;0;0;0
Genosse;1;0;0;0;0;0;0;0;0;1
Gentleman;1;0;0;0;0;0;0;0;0;1
genügend;1;0;0;0;0;0;0;0;0;0
gepanzert;0;0;0;0;0;1;0;0;0;0
Gepflogenheit;0;0;0;1;0;0;0;0;0;0
geradeheraus;0;0;0;0;0;0;0;0;0;1
Gerangel;0;1;1;0;1;1;0;1;0;0
Geranie;1;0;0;0;0;0;0;0;0;0
geräumig;1;0;0;0;0;0;0;0;0;0
gerecht;1;0;0;0;0;0;0;0;0;0
gerechtfertigt;1;0;0;0;0;0;0;0;0;1
Gerechtigkeit;1;0;0;0;0;0;0;0;0;1
geriatrisch;0;1;0;0;0;0;0;1;0;0
Gericht;0;1;1;1;1;1;0;0;0;1
gerichtlich;1;0;0;1;0;0;0;0;0;1
Gerichtsmediziner;0;1;0;0;0;0;0;0;0;0
Gerichtsverhandlung;0;1;0;0;0;1;0;0;0;0
Gerichtsvollzieher;0;1;0;0;0;1;0;0;0;1
gering;0;1;0;0;1;0;0;0;0;0
Geringschätzung;0;1;1;0;0;0;0;0;0;0
