Wort;Positive;Negative;Zorn;Erwartung;Ekel;Furcht;Freude;Traurigkeit;Überraschung;Vertrauen
Ermittlung;0;0;0;1;0;0;0;0;0;0
Ermordung;0;1;1;0;0;1;0;1;0;0
Ermöglichung;1;0;0;0;0;0;0;0;0;1
Erniedrigung;0;1;0;0;1;0;0;1;0;0
Ernte;1;0;0;1;0;0;1;0;0;0
Ernüchterung;0;1;1;0;1;0;0;1;0;0
Eroberung;0;1;1;0;0;1;0;0;0;0
Erpressung;0;1;1;0;0;1;0;0;0;0
Erregung;1;0;1;1;0;1;1;0;1;0
Error;0;1;0;0;0;0;0;1;0;0
Erscheinung;0;0;0;0;0;1;0;0;1;0
Erschöpfung;0;1;0;1;0;0;0;1;0;0
Erstaunen;1;0;0;0;0;0;1;0;1;0
Erstickung;0;1;1;0;0;1;0;0;0;0
Eruption;0;1;1;0;0;1;0;0;1;0
Erwartung;1;0;0;1;0;0;0;0;0;0
Erwerben;1;0;0;1;0;0;0;0;0;0
Eröffnungsfeier;0;0;0;1;0;0;0;0;0;0
Esel;0;1;0;0;1;0;0;0;0;0
Etikette;0;0;0;0;0;0;0;0;0;1
Euthanasie;0;1;0;0;0;1;0;1;0;0
Evangelium;1;0;0;0;0;0;0;0;0;1
Ewigkeit;1;0;0;1;0;0;0;0;0;1
Exazerbation;0;1;1;0;0;1;0;0;0;0
Exil;0;1;1;0;0;1;0;1;0;0
Exorzismus;0;1;0;0;0;1;0;1;0;0
Expedition;1;0;0;1;0;0;0;0;0;0
Experiment;0;0;0;1;0;0;0;0;1;0
Experte;1;0;0;0;0;0;0;0;0;1
Explosion;0;1;0;0;0;1;0;0;1;0
Exzellenz;1;0;0;0;1;0;1;0;0;1
Fachwerk;0;0;0;0;0;0;0;0;0;1
Fakten;1;0;0;0;0;0;0;0;0;1
Fakultät;1;0;0;0;0;0;0;0;0;1
Falke;0;0;0;0;0;1;0;0;0;0
Fall;0;1;0;1;0;1;0;1;0;0
Falle;0;1;1;0;1;1;0;1;1;0
Fallschirm;0;0;0;0;0;1;0;0;0;0
Falschangabe;0;1;1;0;1;0;0;0;0;0
Falschdarstellung;0;1;0;0;0;0;0;1;0;0
Falschheit;0;1;0;0;1;0;0;0;0;0
Fan;1;0;0;0;0;0;1;0;0;1
Fanatismus;0;0;0;0;0;1;0;0;0;0
Fanfare;1;0;0;1;0;0;1;0;1;0
Fang;0;0;0;0;0;0;0;0;1;0
Farcisch;0;1;0;0;1;0;0;0;0;0
Fasten;0;1;0;0;0;0;0;1;0;0
Fasziniert;1;1;0;0;0;0;1;0;0;0
Faultier;0;1;0;0;1;0;0;0;0;0
Favorit;1;0;0;0;0;0;1;0;0;1
Fegefeuer;0;1;0;0;1;1;0;0;0;0
Fehde;0;1;1;0;0;0;0;0;0;0
Fehler;0;1;0;0;1;1;0;1;0;0
Fehlgeburt;0;1;0;0;0;1;0;1;0;0
Fehlverhalten;0;1;1;0;1;0;0;1;1;0
Feier;1;0;0;1;0;0;1;0;1;1
Feigheit;0;1;0;0;0;1;0;0;0;0
Feigling;0;1;0;0;1;1;0;1;0;0
Feind;0;1;1;0;1;1;0;0;0;0
Feindschaft;0;1;1;0;0;1;0;1;0;0
Feindseligkeit;0;1;1;0;1;1;0;1;0;0
Feindseligkeiten;0;1;1;0;0;1;0;0;0;0
Fender;0;0;0;0;0;0;0;0;0;1
Ferien;1;0;0;1;0;0;1;0;0;0
Ferment;0;1;0;1;0;0;0;0;0;0
Fermentation;0;0;0;1;0;0;0;0;0;0
Fertigstellung;1;0;0;1;0;0;1;0;0;0
Fest;0;0;0;0;0;0;0;0;0;1
Festigkeit;1;0;0;0;0;0;0;0;0;1
Festival;1;0;0;1;0;0;1;0;1;0
Festung;1;0;0;0;0;1;0;1;0;1
Fett;0;1;0;0;1;0;0;1;0;0
Fettleibigkeit;0;1;0;0;1;0;0;1;0;0
Feudalismus;0;1;1;0;0;0;0;1;0;0
Feuer;0;1;1;0;0;1;0;0;0;0
Feuerarme;0;1;1;0;0;1;0;0;0;0
Feuersbrunst;0;1;1;0;0;1;0;0;0;0
Feuerwehrmann;0;0;0;0;0;0;0;0;0;1
Fieber;0;0;0;0;0;1;0;0;0;0
Fiesta;1;0;0;1;0;0;1;0;1;1
Flaggschiff;0;0;0;0;0;0;0;0;0;1
Flansch;0;0;0;0;0;0;0;0;0;1
Flaute;0;1;0;0;0;0;0;1;0;0
Flehen;1;0;0;0;0;0;0;0;0;1
Fleisch;0;0;0;0;1;0;0;0;0;0
Flirt;1;1;0;1;0;0;1;0;1;1
Flitterwochen;1;0;0;1;0;0;1;0;1;1
Floh;0;1;0;0;1;0;0;0;0;0
Flop;0;1;0;0;1;0;0;1;0;0
Fluch;0;1;1;0;1;1;0;1;0;0
Fluchen;0;1;1;0;1;0;0;0;0;0
Flucht;1;1;0;1;0;1;0;0;0;0
Flughafen;0;0;0;1;0;0;0;0;0;0
Fluke;0;0;0;0;0;0;0;0;1;0
Fluktuation;0;1;1;0;0;1;0;0;0;0
Flunder;0;1;0;0;0;1;0;1;0;0
Flunkerei;0;1;1;0;0;0;0;0;0;0
Flut;0;0;0;0;0;1;0;0;0;0
Flüchtling;0;1;1;0;1;1;0;1;0;1
Folge;0;0;0;1;0;0;0;0;0;0
Folter;0;1;1;1;1;1;0;1;0;0
Formalität;0;0;0;0;0;0;0;0;0;1
Formel;1;0;0;0;0;0;0;0;0;1
Fort;0;0;0;0;0;0;0;0;0;1
Fortschritt;1;0;0;1;0;0;1;0;0;0
Fortsetzung;0;0;0;1;0;0;0;0;0;0
Foul;0;1;1;0;1;1;0;0;0;0
Fregatte;0;0;0;0;0;1;0;0;0;0
Freigabe;1;0;0;1;0;0;1;0;0;1
Freiheit;1;0;0;1;0;0;1;0;1;1
Freiwillige;1;0;0;1;0;1;1;0;0;1
Freizeit;1;0;0;1;0;0;1;0;1;1
Fremdenfeindlichkeit;0;1;0;0;0;1;0;0;0;0
Fremder;0;1;0;0;0;1;0;0;0;0
Freude;1;0;0;1;0;0;1;0;0;0
Freund;1;0;0;0;0;0;1;0;0;1
Freundlichkeit;1;0;0;0;0;0;1;0;0;1
Freundschaft;1;0;0;0;0;0;1;0;0;1
Frieden;1;0;0;1;0;0;1;0;0;1
Friedhof;0;1;0;0;0;1;0;1;0;0
Frustration;0;1;1;0;0;0;0;0;0;0
Fröhlichkeit;1;0;0;1;0;0;1;0;0;1
Frömmler;0;1;1;0;1;1;0;0;0;0
Frühling;1;0;0;0;0;0;1;0;0;0
Fundament;0;0;0;0;0;0;0;0;0;1
Funk;0;1;0;0;0;0;0;1;0;0
Furche;0;0;0;0;0;0;0;1;0;0
Furor;0;1;1;0;0;0;0;0;0;0
Fußball;1;0;0;1;0;0;1;0;0;0
Fälschung;0;1;1;0;0;0;0;0;0;0
Fänger;0;1;0;0;0;1;0;0;0;0
Führer;1;0;0;0;0;0;0;0;0;1
Fülle;1;1;0;1;1;0;1;0;0;1
Fürbitte;0;0;0;0;0;0;0;0;0;1
Fürsprache;0;0;0;0;0;1;0;1;0;0
Gag;0;1;0;0;1;0;0;0;0;0
Galgen;0;1;1;0;0;1;0;1;0;0
Galle;0;1;1;0;1;0;0;0;0;0
Gammler;0;1;0;0;1;0;0;1;0;0
Gang;0;1;1;0;0;1;0;0;0;0
Garantie;1;0;0;0;0;0;0;0;0;1
Garnison;1;0;0;0;0;0;0;0;0;1
Garten;1;0;0;0;0;0;1;0;0;0
Gauge;0;0;0;0;0;0;0;0;0;1
Gazette;1;0;0;0;0;0;0;0;0;1
Gebrechen;0;1;0;0;1;1;0;1;0;0
Gebrechlichkeit;0;1;0;0;0;0;0;1;0;0
Geburt;1;0;0;1;0;1;1;0;0;1
Geburtshelfer;0;0;0;0;0;0;0;0;0;1
Geburtsort;0;1;1;0;0;0;0;0;0;0
Geburtstag;1;0;0;1;0;0;1;0;1;0
Gebäck;1;0;0;0;0;0;1;0;0;0
Gebühr;0;1;1;0;0;0;0;0;0;0
Gedenken;1;0;0;1;0;0;0;0;0;0
Gedenkfeier;1;0;0;1;0;0;1;0;0;0
Geduld;1;0;0;1;0;0;0;0;0;1
Gefahr;0;1;0;1;0;1;0;0;0;0
Gefangenschaft;0;1;0;0;0;0;0;1;0;0
Gefasel;0;1;0;0;1;0;0;0;0;0
Gefährte;1;0;0;0;0;0;0;0;0;1
Gefängnis;0;1;1;0;0;1;0;1;0;0
Gefühl;1;1;1;1;1;1;1;1;1;1
Gegend;0;0;0;1;0;0;0;0;0;0
Gegenmittel;1;0;0;1;0;0;0;0;0;1
Gegner;0;1;1;1;1;1;0;0;0;0
Gehackt;0;1;1;0;0;1;0;0;0;0
Gehalt;1;0;0;1;0;0;1;0;0;1
Geheimhaltung;0;0;0;0;0;0;0;0;1;1
Geheimnis;0;0;0;1;0;0;0;0;1;1
Gehirnerschütterung;0;1;1;0;0;0;0;1;0;0
Gehorsam;1;0;0;0;0;0;0;0;0;1
Geier;0;1;0;0;1;1;0;0;0;0
Geisel;0;1;1;0;0;1;0;0;0;0
Geist;0;0;0;0;0;1;0;0;0;0
Geißel;0;1;1;0;0;1;0;1;0;0
Gelassenheit;1;0;0;1;0;0;1;0;0;1
Gelatine;0;0;0;0;1;0;0;0;0;0
Gelbsucht;0;1;0;0;0;1;0;0;0;0
Geld;1;0;1;1;0;0;1;0;1;1
Gelegenheit;1;0;0;1;0;0;0;0;0;0
Gelübde;1;0;0;1;0;0;1;0;0;1
Gemahlin;0;0;0;0;0;0;0;0;0;1
Gemeinde;1;0;0;0;0;0;0;0;0;1
Gemeinschaft;1;0;0;0;0;0;1;0;0;1
Gemetzel;0;1;1;0;1;1;0;1;1;0
Genehmigung;1;0;0;0;0;0;0;0;0;1
Genosse;1;0;0;0;0;0;0;0;0;1
Gentleman;1;0;0;0;0;0;0;0;0;1
Gentry;1;0;0;0;0;0;0;0;0;1
Gerangel;0;1;1;0;1;1;0;1;0;0
Gerechtigkeit;1;0;0;0;0;0;0;0;0;1
Gericht;0;1;1;1;1;1;0;0;0;1
Gerichtsvollzieher;0;1;0;0;0;1;0;0;0;1
Geruch;0;1;1;0;1;0;0;0;0;0
Gerücht;0;1;0;0;0;0;0;1;0;0
Gerüst;0;1;0;0;0;1;0;0;0;0
Gesang;1;0;1;1;0;0;1;0;1;0
Geschenk;1;0;0;1;0;0;1;0;1;1
Geschenk des Himmels;1;0;0;0;0;0;1;0;1;0
Geschmack;1;0;0;0;0;0;1;0;0;1
Geschrei;0;1;1;1;1;0;0;0;1;0
Geschwür;0;1;1;0;1;1;0;1;0;0
Geschäft;1;0;0;1;0;0;0;0;0;0
Geselle;0;0;0;0;0;0;0;0;0;1
Gesetzgeber;0;0;0;0;0;0;0;0;0;1
Gesetzlosigkeit;0;1;1;0;0;1;0;0;0;0
Gespenst;0;1;0;0;0;1;0;1;0;0
Gestell;0;1;0;0;0;0;0;1;0;0
Gewalt;0;1;1;0;0;1;0;1;0;0
Gewehr;0;1;1;0;0;1;0;0;0;0
Gewicht;1;1;0;1;1;1;1;1;1;1
Gewinn;1;0;0;1;0;0;1;0;0;0
Gewinner;1;0;0;1;0;0;1;0;1;0
Gewissen;1;0;0;0;0;0;0;0;0;1
Gezänk;0;1;1;0;1;0;0;0;0;0
Ghetto;0;1;0;0;1;1;0;1;0;0
Gier;0;1;1;0;1;0;0;0;0;0
Gift;0;1;1;0;1;1;0;1;0;0
Gitter;0;1;1;0;1;0;0;0;0;0
Gladiator;0;0;0;0;0;1;0;0;0;0
Glanz;1;0;0;1;0;0;1;0;0;1
Glauben;1;0;0;1;0;0;1;0;0;1
Glaubwürdigkeit;1;0;0;0;0;0;0;0;0;1
Gleichberechtigung;1;0;0;0;0;0;1;0;0;1
Gleichgültigkeit;0;1;1;0;1;1;0;1;0;0
Glimmer;1;0;0;1;0;0;1;0;1;0
Glut;0;1;0;0;1;0;0;0;0;0
Gläubige;0;0;0;0;0;0;0;0;0;1
Glück;1;0;0;1;0;0;1;0;1;0
Glücklich;1;0;0;0;0;0;1;0;1;0
Glücksspiel;0;1;0;1;0;0;0;0;1;0
Glückwunsch;1;0;0;0;0;0;1;0;0;0
Gnom;0;1;1;0;1;1;0;0;0;0
Goldgrube;1;0;0;0;0;0;1;0;0;0
Gott;1;0;0;1;0;1;1;0;0;1
Gouvernante;0;0;0;0;0;0;0;0;0;1
Gouverneur;0;0;0;0;0;0;0;0;0;1
Gouverneursamt;1;0;0;0;0;0;0;0;0;1
Grab;0;1;0;0;0;1;0;1;0;0
Graben;0;0;0;0;0;0;0;0;0;1
Grammatik;0;0;0;0;0;0;0;0;0;1
Granate;0;1;0;0;0;1;0;0;0;0
Grausamkeit;0;1;1;0;1;1;0;1;0;0
Greifvögel;0;1;0;0;0;1;0;0;0;0
Grinsen;1;0;0;1;0;0;1;0;1;1
Grippe;0;1;0;0;0;1;0;0;0;0
Grizzly;0;1;0;0;0;1;0;0;0;0
Groll;0;1;1;0;1;0;0;1;0;0
Großvater;0;0;0;0;0;0;0;0;0;1
Großzügigkeit;1;0;0;1;0;0;1;0;1;1
Grundgestein;1;0;0;0;0;0;0;0;0;1
Grundierung;1;0;0;0;0;0;0;0;0;1
Grusel;0;1;1;0;1;1;0;1;1;0
Gräuel;0;1;1;0;1;1;0;0;0;0
Gräueltat;0;1;1;0;1;1;0;1;0;0
Größe;1;0;0;0;0;0;1;0;1;1
Grün;1;0;0;0;0;0;1;0;0;1
Gründen;0;0;0;0;0;0;0;0;0;1
Guerilla;0;1;0;0;0;1;0;0;0;0
Guillotine;0;1;1;1;1;1;0;1;0;0
Guru;1;0;0;0;0;0;0;0;0;1
Gutachter;0;0;0;0;0;0;0;0;0;1
Gutschein;0;0;0;0;0;0;0;0;0;1
Götzendienst;0;1;0;0;1;1;0;0;0;0
Gültigkeit;0;0;0;0;0;1;0;0;0;0
Gürtel;0;1;1;0;0;1;0;0;0;0
Güte;1;0;0;1;0;0;1;0;1;1
Habsucht;0;1;1;0;1;0;0;0;0;0
Hafen;0;0;0;0;0;0;0;0;0;1
Haft;0;1;1;0;1;1;0;1;0;0
Hagel;1;1;0;0;0;0;0;0;0;1
Hahnrei;0;1;0;0;1;0;0;0;0;0
Haken;0;1;0;0;0;0;0;0;1;0
Hakenkreuz;0;1;1;0;0;1;0;0;0;0
Halfter;0;1;1;0;0;1;0;1;0;0
Halluzination;0;1;0;0;0;1;0;0;0;0
Halsabschneider;0;1;1;0;0;1;0;0;0;0
Haltbarkeit;1;0;0;0;0;0;0;0;0;1
Haltung;1;0;0;0;0;0;0;0;0;1
Handbuch;0;0;0;0;0;0;0;0;0;1
Handel;0;0;0;0;0;0;0;0;0;1
Handy, Mobiltelefon;0;0;0;1;0;0;0;0;0;0
Harmonie;1;0;0;0;0;0;1;0;0;1
Hass;0;1;1;0;1;1;0;1;0;0
Hauptstütze;1;0;0;0;0;0;0;0;0;1
Hausaufgaben;0;0;0;0;0;1;0;0;0;0
Hebamme;1;1;0;1;0;0;1;0;0;1
Hedonismus;1;1;0;0;0;0;1;0;0;0
Heiden-;0;1;0;0;0;1;0;0;0;0
Heil;1;0;0;1;0;0;1;0;0;1
Heilige;1;0;0;1;0;0;1;0;1;1
Heiligkeit;1;0;0;1;0;1;1;0;1;1
Heiligtum;1;0;0;1;0;0;1;0;0;1
Heiligung;1;0;0;0;0;0;1;0;0;1
Heilung;1;0;0;1;0;0;1;0;0;1
Heimlichkeit;0;0;0;0;0;0;0;0;1;0
Heimweh;0;1;0;0;0;0;0;1;0;0
Heiratsvermittler;0;0;0;1;0;0;0;0;0;0
Heiterkeit;1;0;0;0;0;0;1;0;1;0
Held;1;0;0;1;0;0;1;0;1;1
Heldentum;1;0;0;1;0;0;1;0;1;1
Heldin;1;0;0;0;0;0;0;0;0;1
Helm;1;0;0;0;0;1;0;0;0;0
Henker;0;1;1;0;0;1;0;1;0;0
Herablassung;0;1;1;0;1;0;0;1;0;0
Herausforderung;0;1;1;0;0;1;0;0;0;0
Herpes;0;1;0;0;1;0;0;0;0;0
Herpesvirus;0;1;0;0;1;0;0;0;0;0
Herr;1;1;1;0;1;1;0;0;0;0
Herrin;0;1;1;0;1;0;0;0;0;0
Herrschaft;0;1;1;0;0;1;0;1;0;1
Herstellung;0;1;0;0;0;0;0;0;0;1
Herzenskummer;0;1;0;0;0;0;0;1;0;0
Herzwurm;0;0;0;0;1;0;0;0;0;0
Heuchler;0;1;0;0;1;0;0;0;0;0
Heuschrecke;0;1;0;0;0;1;0;0;0;0
Hexe;0;1;1;0;1;1;0;0;0;0
Hexenmeister;0;0;0;0;0;1;0;0;0;0
Hexerei;0;1;1;0;0;1;0;1;0;0
Hilflosigkeit;0;1;0;0;0;1;0;1;0;0
Himmel;1;0;0;0;0;0;1;0;0;1
Hindernis;0;1;1;0;0;1;0;1;0;0
Hinterbliebene;0;1;0;0;0;0;0;1;0;0
Hinterhalt;0;1;1;0;0;1;0;0;1;0
Hinweis;0;0;0;1;0;0;0;0;0;0
Hobby;1;0;0;0;0;0;1;0;0;0
Hobo;0;1;0;0;0;0;0;1;0;0
Hocker;0;1;0;0;1;0;0;0;0;0
Hoffnung;1;0;0;1;0;0;1;0;1;1
Hoffnungslosigkeit;0;1;1;0;1;1;0;1;0;0
Holocaust;0;1;1;0;1;1;0;1;0;0
Horde;0;1;0;0;0;0;0;0;1;0
Horizont;1;0;0;1;0;0;0;0;0;0
Horn;0;0;0;1;0;0;0;0;0;0
Horoskop;0;0;0;1;0;0;0;0;0;0
Horror;0;1;0;0;0;1;0;1;0;0
Hospiz;0;0;0;0;0;0;0;1;0;0
Hulk;0;0;0;0;1;0;0;0;0;0
Humbug;0;1;1;0;1;0;0;1;0;0
Hunger;0;1;0;0;0;1;0;1;0;0
Hungersnot;0;1;0;0;0;0;0;1;0;0
Hure;0;1;0;0;1;0;0;0;0;0
Hurra;1;0;0;0;0;0;1;0;0;0
Hurrikan;0;1;0;0;0;1;0;0;0;0
Husten;0;1;0;0;1;0;0;0;0;0
Hydra;0;1;0;0;0;1;0;0;0;0
Hydrozephalus;0;1;0;0;1;1;0;1;0;0
Hymne;1;0;0;1;0;0;1;1;0;1
Hype;0;1;0;1;0;0;0;0;0;0
Hypertrophie;0;0;0;0;1;1;0;0;1;0
Hypothek;0;0;0;0;0;1;0;0;0;0
Hypothekengläubiger;0;0;0;0;0;0;0;0;0;1
Hypothekenschuldner;0;0;0;0;0;1;0;0;0;0
Hypothese;0;0;0;1;0;0;0;0;1;0
Hysterie;0;1;0;0;0;1;0;0;0;0
Hähnchen;0;0;0;0;0;1;0;0;0;0
Händler;0;0;0;0;0;0;0;0;0;1
Härte;0;1;1;0;0;1;0;0;0;0
Hässlichkeit;0;1;0;0;1;1;0;1;0;0
Höhepunkt;1;0;0;1;0;0;1;0;1;1
Hölle;0;1;1;0;1;1;0;1;0;0
Höre;0;1;0;0;1;0;0;0;0;0
Hören;0;1;0;0;0;1;0;0;0;0
Hündchen;1;0;0;1;0;0;0;0;0;1
Hündin;0;1;1;0;1;1;0;1;0;0
Hütte;1;1;0;0;1;0;0;1;0;0
Idiotie;0;1;1;0;1;0;0;1;0;0
Immigrant;0;0;0;0;0;1;0;0;0;0
Immunisierung;0;0;0;0;0;0;0;0;0;1
Impfung;0;0;0;1;0;0;0;0;0;1
Impotenz;0;1;1;0;0;1;0;1;0;0
Improvisation;0;0;0;0;0;0;0;0;1;0
Inbrunst;1;0;1;0;0;0;1;0;0;0
Indoktrination;0;1;1;0;0;1;0;0;0;0
Ineffizienz;0;1;0;0;1;0;0;1;0;0
Infarkt;0;1;0;0;0;1;0;0;1;0
Infektion;0;1;0;0;0;1;0;0;0;0
Inferno;0;1;1;0;0;1;0;0;0;0
Inflation;0;1;0;0;0;1;0;0;0;0
Inhalt;1;0;0;0;0;0;1;0;0;1
Injektion;0;0;0;0;0;1;0;0;0;0
Inkontinenz;0;0;0;0;0;0;0;0;1;0
Inkubus;0;1;0;0;1;1;0;0;0;0
Innere;1;0;0;0;1;0;0;0;0;1
Insasse;0;1;0;0;1;1;0;0;0;0
Insolvenz;0;1;0;0;0;1;0;1;1;0
Inspiration;1;0;0;1;0;0;1;0;0;0
Instabilität;0;1;0;0;1;1;0;0;0;0
Installieren;0;0;0;1;0;0;0;0;0;0
Instandhaltung;0;0;0;0;0;0;0;0;0;1
Institut;0;0;0;0;0;0;0;0;0;1
Insuffizienz;0;1;1;0;0;0;0;0;0;0
Integrität;1;0;0;0;0;0;0;0;0;1
Intelligenz;1;0;0;0;0;1;1;0;0;1
Inter;0;1;0;0;0;0;0;1;0;0
Interessenvertretung;1;0;1;1;0;0;1;0;0;1
Intervention;1;1;0;0;0;0;0;1;0;0
Interviewer;0;0;0;0;0;1;0;0;0;0
Intoleranz;0;1;1;0;1;1;0;0;0;0
Intrigen;0;1;0;1;0;1;0;0;1;0
Intuition;1;0;0;0;0;0;0;0;0;1
Invasion;0;1;1;0;0;0;0;0;0;0
Involution;0;1;1;0;0;0;0;0;0;0
Inzest;0;1;1;0;1;1;0;1;0;0
Iris;0;0;0;0;0;1;0;0;0;0
Jackpot;1;0;0;1;0;0;1;0;1;0
Jagd;0;1;1;1;0;1;0;0;0;0
John;0;1;0;0;1;0;0;0;0;0
Joker;1;0;0;0;0;0;1;0;1;0
Journalismus;0;0;0;0;0;0;0;0;0;1
Jubel;1;0;0;1;0;0;1;0;1;0
Jubiläum;1;0;0;0;0;0;1;0;1;0
Jugend;1;0;1;1;0;1;1;0;1;0
Junge;0;1;0;0;1;0;0;0;0;0
Jungfer;0;1;0;0;0;1;0;1;0;0
Jungfrau;1;0;0;0;0;0;0;0;0;1
Jungfräulichkeit;1;0;0;1;0;0;0;0;0;0
Jurisprudenz;0;0;0;0;0;0;0;1;0;0
Jurist;0;0;0;0;0;0;0;0;0;1
Jury;0;0;0;0;0;0;0;0;0;1
Justiz;0;0;0;1;0;0;0;0;0;1
Juwel;1;0;0;0;0;0;1;0;0;0
Jäger;0;1;1;1;1;1;0;1;1;0
Kabale;0;1;0;0;0;1;0;0;0;0
Kabel;0;0;0;0;0;0;0;0;1;0
Kabinett;1;0;0;0;0;0;0;0;0;1
Kakophonie;0;1;1;0;1;0;0;0;0;0
Kalb;1;0;0;0;0;0;1;0;0;1
Kalbfleisch;0;0;0;0;0;0;0;1;0;1
Kamerad;1;0;0;0;0;0;0;0;0;1
Kampagnen;0;1;1;0;0;1;0;0;0;0
Kampf;0;1;1;0;0;1;0;1;0;0
Kanal;0;0;0;0;1;0;0;0;0;0
Kanalisation;0;1;0;0;1;0;0;0;0;0
Kannibale;0;1;0;0;1;1;0;0;0;0
Kannibalismus;0;1;0;0;1;0;0;0;0;0
Kanonen;0;0;0;0;0;0;0;0;0;1
Kanzler;0;0;0;0;0;0;0;0;0;1
Kapitulation;0;1;0;0;0;1;0;1;0;0
Kaplan;0;0;0;0;0;0;0;0;0;1
Kapuze;0;1;1;0;1;1;0;0;0;0
Kardiomyopathie;0;1;0;0;0;1;0;1;0;0
Karies;0;1;0;0;1;0;0;0;0;0
Karkasse;0;1;0;0;1;1;0;1;0;0
Karren;0;0;0;0;1;0;0;0;0;0
Karzinom;0;1;0;0;0;1;0;1;0;0
Kasse;1;0;1;1;0;1;1;0;0;1
Kassierer;0;0;0;0;0;0;0;0;0;1
Katarakt;0;1;0;1;0;1;0;1;0;0
Katastrophe;0;1;1;0;1;1;0;1;1;0
Katechismus;0;0;0;0;1;0;0;0;0;0
Kauderwelsch;0;1;1;0;0;0;0;0;0;0
Keim;0;0;0;1;1;0;0;0;0;0
Keimung;0;0;0;1;0;0;0;0;0;0
Kenner;1;0;0;0;0;0;1;0;0;1
Kernschmelze;0;1;0;0;0;0;0;1;0;0
Kerosin;0;0;0;0;0;1;0;0;0;0
Kette;0;1;1;0;0;0;0;1;0;0
Ketzer;0;1;0;0;1;0;0;0;0;0
Keule;0;1;0;0;0;1;0;0;0;0
Keuschheit;1;0;0;1;0;0;0;0;0;1
Khan;0;0;0;0;0;1;0;0;0;1
Kichern;1;0;0;1;0;0;1;0;1;1
Kick;0;1;1;0;0;0;0;0;0;0
Kiefer;0;1;0;0;0;1;0;1;0;0
Kind;1;0;0;1;0;0;1;0;0;0
Kindergarten;1;0;0;0;0;0;1;0;0;1
Kindestötung;0;1;1;1;1;1;0;1;0;0
Kindheit;1;0;0;0;0;0;1;0;0;0
Kirche;1;0;0;1;0;0;1;0;0;1
Kite;0;1;0;0;1;0;0;0;0;0
Klage;0;1;1;0;1;1;0;1;1;0
Klapperschlange;0;0;0;0;0;1;0;0;0;0
Klassiker;1;0;0;0;0;0;1;0;0;0
Klaue;0;1;1;0;0;1;0;0;0;0
Klecks;0;1;0;0;1;1;0;0;0;0
Kleie;0;0;0;0;1;0;0;0;0;0
Klo;0;1;0;0;1;0;0;0;0;0
Kloster;1;0;0;0;0;0;0;0;0;1
Kluft;0;0;0;0;0;1;0;0;0;0
Knall;0;1;1;0;1;1;0;1;1;0
Knappheit;0;1;1;0;0;1;0;1;0;0
Knechtschaft;0;1;0;0;0;1;0;1;0;0
Knurren;0;1;1;0;1;0;0;0;0;0
Koax;0;0;0;0;0;0;0;0;0;1
Kobold;0;1;1;0;1;1;0;0;0;0
Kobra;0;0;0;0;0;1;0;0;0;0
Kochen;0;1;0;0;1;0;0;0;0;0
Kojote;0;0;0;0;0;1;0;0;0;0
Kokain;0;1;0;0;0;0;0;1;0;0
Kollision;0;1;1;0;0;0;0;0;0;0
Koma;0;1;0;0;0;1;0;1;0;0
Komfort;1;0;0;1;0;0;1;0;0;1
Kommandant;1;0;0;0;0;0;0;0;0;1
Kommen;0;0;0;1;0;0;0;0;0;0
Kommission;0;0;0;0;0;0;0;0;0;1
Kommodore;1;0;0;0;0;0;0;0;0;1
Kommunikation;0;0;0;0;0;0;0;0;0;1
Kommunismus;0;1;1;0;0;1;0;1;0;0
Kompass;0;0;0;0;0;0;0;0;0;1
Kompetenz;1;0;0;1;0;0;1;0;1;1
Kompost;0;1;0;0;1;0;0;0;0;0
Kompresse;0;0;1;0;0;0;0;0;0;0
Konflikt;0;1;1;0;0;1;0;1;0;0
Konformität;0;0;0;0;0;0;0;0;0;1
Konglomerat;0;0;0;0;0;0;0;0;0;1
Kongress;0;0;0;0;1;0;0;0;0;1
Kongressabgeordnete;0;0;0;0;0;0;0;0;0;1
Kongruenz;1;0;0;0;0;0;0;0;0;1
Konkordanz;1;0;0;0;0;0;0;0;0;1
Konkurs;0;1;1;0;1;1;0;1;0;0
Konservierungsmittel;1;0;0;1;0;0;1;0;1;1
Konsistenz;1;0;0;0;0;0;0;0;0;1
Konsole;1;0;0;0;0;0;0;1;0;0
Konstante;1;0;0;0;0;0;0;0;0;1
Konsul;0;0;0;0;0;0;0;0;0;1
Kontamination;0;1;0;0;1;0;0;0;0;0
Konten;0;0;0;0;0;0;0;0;0;1
Kontingent;0;0;0;1;0;0;0;0;0;0
Konto;0;0;0;0;0;0;0;0;0;1
Konvergenz;0;0;0;1;0;0;0;0;0;0
Konzern;1;0;0;0;0;0;0;0;0;1
Kooperative;1;0;0;0;0;0;0;0;0;1
Kopfgeld;1;0;0;1;0;0;1;0;0;1
Korrespondenz;1;0;0;1;0;0;0;0;0;0
Korruption;0;1;0;0;1;0;0;0;0;0
Kraft;1;0;0;0;0;0;1;0;0;1
Kraftausdruck;0;1;1;0;0;0;0;0;0;0
Krampf;0;1;0;1;0;1;0;0;0;0
Krankenhaus;0;0;0;0;0;1;0;1;0;1
Krankenschwester;1;0;0;0;0;0;0;0;0;1
Krankenwagen;0;0;0;0;0;1;0;0;0;1
Krankheit;0;1;1;0;1;1;0;1;0;0
Kreatur;0;1;0;0;1;1;0;0;0;0
Krebs;0;1;1;0;1;1;0;1;0;0
